"","race","age","engnat","gender","hand","source","country","E1","E2","E3","E4","E5","E6","E7","E8","E9","E10","N1","N2","N3","N4","N5","N6","N7","N8","N9","N10","A1","A2","A3","A4","A5","A6","A7","A8","A9","A10","C1","C2","C3","C4","C5","C6","C7","C8","C9","C10","O1","O2","O3","O4","O5","O6","O7","O8","O9","O10","ENG","Name_en","X","ID"
"101",3,30,1,2,1,1,"US",1,4,3,2,3,5,1,2,4,3,2,2,1,1,1,4,3,5,4,4,5,5,3,5,5,5,5,4,5,5,2,2,3,1,1,1,2,2,1,1,5,5,5,5,4,5,4,1,5,5,"ENG","United States of America",101,"101"
"102",5,18,1,2,1,1,"US",1,4,2,1,2,5,1,1,2,1,2,3,1,1,5,2,2,4,1,1,2,3,1,2,3,1,1,3,2,2,4,4,5,3,2,5,5,3,3,4,2,4,4,5,1,4,3,2,5,3,"ENG","United States of America",102,"102"
"103",13,24,1,2,1,5,"US",3,5,4,3,3,5,2,2,3,1,2,4,1,2,3,3,3,5,2,4,5,4,5,4,4,4,5,5,4,5,5,5,5,5,4,5,5,4,5,5,4,5,5,5,5,5,4,4,4,4,"ENG","United States of America",103,"103"
"104",13,13,0,2,1,1,"US",4,4,5,4,4,5,5,3,3,4,4,4,3,3,3,4,3,2,4,5,5,5,5,5,5,4,5,4,5,4,4,5,5,4,5,3,5,5,4,5,5,5,5,5,5,5,5,5,5,5,"ENG","United States of America",104,"104"
"105",3,19,1,2,1,1,"US",3,4,5,4,5,4,4,3,4,4,3,4,3,3,4,5,4,4,4,3,5,5,4,5,5,4,4,5,5,4,3,1,2,2,2,2,2,4,2,2,4,4,3,4,3,3,4,3,3,4,"ENG","United States of America",105,"105"
"106",11,20,1,2,1,2,"US",2,3,2,2,2,2,4,3,2,1,1,1,1,1,2,3,1,2,4,2,2,2,2,2,2,4,4,2,1,4,4,4,4,2,2,4,3,4,2,4,4,3,4,5,4,4,4,4,4,4,"ENG","United States of America",106,"106"
"107",11,13,1,2,1,1,"US",3,5,4,4,4,5,4,2,4,4,4,2,1,4,2,2,3,2,2,4,5,4,5,5,4,4,4,4,5,2,4,4,4,2,5,4,4,4,4,5,4,4,4,4,5,4,4,4,4,4,"ENG","United States of America",107,"107"
"108",13,16,1,2,1,2,"US",4,5,3,4,5,5,5,4,3,2,2,4,4,3,3,3,1,1,3,2,3,2,5,3,1,2,3,4,1,3,1,2,2,5,3,1,3,3,1,3,2,3,4,3,4,5,3,3,5,5,"ENG","United States of America",108,"108"
"109",3,17,1,2,1,1,"AU",1,5,5,2,5,5,1,2,1,4,5,5,2,2,5,3,4,5,5,4,5,5,5,5,5,5,5,5,5,5,2,2,5,5,2,2,2,4,1,5,5,5,5,5,5,5,5,4,5,1,"ENG","Australia",109,"109"
"110",3,27,1,2,1,1,"US",3,5,5,5,5,4,5,4,4,4,3,4,4,1,5,3,4,4,4,3,3,5,3,4,5,4,4,4,4,4,2,4,2,4,2,4,2,3,3,2,4,5,4,3,4,4,4,4,2,3,"ENG","United States of America",110,"110"
"111",3,20,1,2,1,5,"US",1,3,4,4,4,4,2,3,2,2,2,4,2,1,5,4,3,4,4,2,5,4,4,4,5,4,4,3,4,4,2,3,3,4,5,4,4,4,4,4,5,4,5,4,3,5,4,5,5,4,"ENG","United States of America",111,"111"
"112",3,21,1,2,1,1,"CA",4,5,4,4,4,5,5,4,5,4,2,3,2,2,3,2,2,2,2,3,4,4,4,4,5,5,5,4,4,4,3,2,2,3,2,2,3,3,2,3,4,3,3,2,3,3,3,3,2,2,"ENG","Canada",112,"112"
"113",3,21,1,2,1,2,"CA",3,4,4,4,5,4,4,2,2,4,3,4,2,3,4,2,4,4,3,4,4,5,5,4,5,3,5,4,5,4,5,3,4,4,4,3,5,4,4,5,5,4,3,5,4,4,5,4,4,4,"ENG","Canada",113,"113"
"114",13,24,1,2,1,1,"US",1,4,1,1,3,1,1,1,1,1,1,3,1,1,1,1,2,3,1,1,2,2,2,4,1,3,1,3,5,5,4,5,5,2,5,5,4,5,4,4,4,1,5,1,4,5,4,5,5,5,"ENG","United States of America",114,"114"
"115",1,39,1,1,1,1,"CA",2,2,2,2,4,4,4,1,3,3,4,3,2,1,2,4,3,4,3,2,4,4,5,4,4,4,4,2,3,4,3,4,2,4,2,4,4,5,3,2,4,5,4,5,4,5,4,1,5,4,"ENG","Canada",115,"115"
"116",3,45,1,2,1,2,"US",1,2,2,2,2,4,1,1,1,1,2,3,2,2,3,3,3,3,5,2,5,5,5,4,4,5,5,5,3,2,4,1,5,2,4,1,3,5,3,4,5,5,3,3,5,5,5,5,4,4,"ENG","United States of America",116,"116"
"117",3,45,1,2,2,5,"US",3,5,5,5,5,5,5,4,4,5,3,4,3,4,4,3,4,4,2,5,5,5,4,5,5,5,5,5,4,4,3,1,3,5,1,2,2,3,1,2,4,5,3,4,3,4,4,3,5,3,"ENG","United States of America",117,"117"
"118",1,20,1,1,1,1,"US",3,4,5,4,5,5,5,4,5,5,4,3,2,2,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,3,3,5,5,3,2,4,5,4,5,5,5,5,5,5,5,4,5,5,5,"ENG","United States of America",118,"118"
"119",13,21,1,2,1,1,"US",2,2,2,1,3,3,3,3,3,3,1,2,1,1,2,2,2,2,1,2,4,3,3,4,3,3,3,3,3,3,3,1,4,1,3,3,5,4,5,3,3,3,5,3,3,3,3,3,3,4,"ENG","United States of America",119,"119"
"120",3,22,1,2,1,1,"US",1,1,3,1,1,1,1,1,1,1,1,3,1,2,3,1,2,4,3,4,5,2,5,5,4,5,3,5,4,3,1,1,4,1,2,1,3,3,1,2,3,3,5,5,4,5,3,1,5,4,"ENG","United States of America",120,"120"
"121",3,16,1,2,1,1,"US",4,4,5,4,5,4,5,3,5,3,2,5,2,2,2,2,2,3,3,3,5,5,3,4,3,4,5,5,5,5,3,3,4,3,4,3,3,3,4,3,5,5,4,5,5,5,5,5,4,5,"ENG","United States of America",121,"121"
"122",3,20,1,1,1,5,"AU",4,5,5,4,5,5,2,4,4,2,3,4,4,2,4,5,3,4,3,2,5,4,2,5,4,4,5,4,5,5,2,1,2,2,1,2,2,4,1,2,5,5,5,3,3,5,4,5,5,5,"ENG","Australia",122,"122"
"123",13,17,1,2,1,1,"AU",4,4,3,3,4,3,3,2,3,2,2,4,2,2,1,4,1,2,3,2,5,5,5,4,5,4,4,4,4,4,2,1,5,2,1,1,1,3,2,3,3,2,5,5,3,4,2,4,5,4,"ENG","Australia",123,"123"
"124",11,17,1,0,1,1,"CA",1,3,3,3,2,3,1,2,3,2,3,3,2,2,4,3,3,4,2,4,5,4,2,3,4,3,4,3,3,3,3,3,4,4,1,2,4,3,4,4,4,4,5,5,4,5,4,4,3,5,"ENG","Canada",124,"124"
"125",3,20,1,2,1,5,"US",2,4,4,3,4,4,2,2,2,4,1,2,1,1,2,1,1,2,1,2,5,5,3,5,5,5,5,5,4,4,4,2,4,3,3,3,4,4,4,4,3,4,4,5,3,4,4,3,5,4,"ENG","United States of America",125,"125"
"126",1,59,1,2,1,1,"US",1,1,3,1,1,1,1,5,1,1,5,5,5,5,5,5,5,5,5,5,2,4,5,3,2,4,4,4,2,4,1,2,2,5,2,4,3,4,1,2,4,3,5,3,4,5,3,2,4,4,"ENG","United States of America",126,"126"
"127",3,25,1,1,1,2,"CA",5,5,4,3,5,5,4,2,4,3,5,5,3,5,4,4,4,5,4,4,5,5,5,5,5,5,5,5,5,5,4,1,4,2,4,3,4,5,5,4,4,5,5,4,5,5,5,4,4,5,"ENG","Canada",127,"127"
"128",3,18,1,2,1,1,"AU",1,3,1,1,1,3,1,5,1,1,1,3,1,1,5,3,2,3,1,2,4,2,1,2,5,1,3,2,1,3,4,5,4,3,2,5,4,3,3,3,4,4,5,3,3,5,3,4,3,5,"ENG","Australia",128,"128"
"129",1,27,2,1,1,1,"US",1,2,3,2,3,3,3,3,2,1,3,5,1,1,1,2,3,3,2,1,5,5,4,4,3,4,3,5,4,5,3,1,4,2,2,3,3,3,3,3,3,4,4,5,4,4,5,2,5,4,"ENG","United States of America",129,"129"
"130",3,24,1,2,1,1,"CA",3,2,2,4,1,3,4,3,2,1,3,3,2,1,5,3,1,2,1,2,4,4,2,4,3,3,2,3,5,3,2,2,4,3,1,2,1,3,3,3,3,4,3,5,3,3,3,5,5,3,"ENG","Canada",130,"130"
"131",3,29,1,1,3,1,"US",5,5,5,3,5,5,4,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,"ENG","United States of America",131,"131"
"132",3,16,1,2,3,1,"US",2,1,3,1,3,4,1,2,4,2,5,4,4,5,5,5,4,5,5,4,1,3,3,2,3,2,2,4,3,5,5,4,4,5,4,4,4,5,4,3,4,4,4,4,4,4,3,3,4,4,"ENG","United States of America",132,"132"
"133",11,29,1,1,1,2,"US",2,2,3,1,4,2,3,2,3,1,4,4,2,2,4,4,4,5,3,3,5,4,2,5,3,3,3,3,4,3,3,3,4,4,4,4,3,2,4,4,5,5,4,5,3,4,4,3,5,4,"ENG","United States of America",133,"133"
"134",13,33,2,2,1,2,"US",2,4,2,2,5,5,1,1,2,1,1,1,1,2,1,1,2,1,1,3,5,3,4,4,5,5,4,4,4,3,3,5,2,3,1,2,5,1,1,1,4,3,5,4,5,5,1,1,5,5,"ENG","United States of America",134,"134"
"135",3,26,1,1,1,3,"US",3,3,4,3,4,4,2,2,3,2,2,4,2,2,3,3,3,3,3,4,5,4,4,4,3,3,3,4,3,4,4,4,4,3,3,4,4,4,3,4,5,5,5,2,4,5,4,4,4,4,"ENG","United States of America",135,"135"
"136",3,14,1,1,1,1,"US",3,4,3,4,5,5,3,4,5,3,2,5,1,5,4,4,1,3,2,5,2,3,1,1,2,4,2,2,2,2,4,1,2,5,1,1,2,2,1,5,5,5,5,5,5,5,5,5,4,5,"ENG","United States of America",136,"136"
"137",1,13,1,1,1,1,"US",1,2,3,1,3,1,1,2,3,1,1,3,1,1,1,1,1,1,1,1,1,3,2,2,2,3,1,3,2,3,4,4,4,3,1,3,4,1,3,3,3,3,5,3,3,5,4,3,5,4,"ENG","United States of America",137,"137"
"138",3,27,1,1,1,1,"US",3,1,2,1,4,2,3,1,1,1,1,2,1,1,2,2,2,2,1,1,4,4,2,4,4,5,4,3,4,4,2,2,4,3,2,3,4,4,3,5,4,4,4,3,5,4,5,4,5,4,"ENG","United States of America",138,"138"
"139",3,17,1,1,1,1,"US",2,2,2,2,3,4,2,2,3,2,1,2,1,1,2,2,1,1,1,1,4,4,2,4,4,4,4,4,4,1,2,2,4,2,2,3,4,2,3,4,5,5,5,5,5,5,5,5,4,5,"ENG","United States of America",139,"139"
"140",13,17,1,2,1,5,"US",5,4,5,5,5,4,5,1,3,4,3,3,3,3,3,3,3,3,3,4,2,4,4,3,5,3,5,4,3,3,3,4,3,5,5,4,4,4,2,2,3,4,3,4,3,4,5,2,4,3,"ENG","United States of America",140,"140"
"141",11,19,1,2,1,1,"AU",3,4,4,3,3,2,2,2,2,2,5,4,4,5,3,3,3,4,3,4,4,4,4,4,4,4,3,2,3,3,3,2,4,5,2,2,4,3,2,4,4,5,2,4,3,2,4,3,4,3,"ENG","Australia",141,"141"
"142",0,18,1,1,1,1,"US",1,1,4,1,1,4,1,2,3,1,3,5,3,2,2,5,5,5,3,3,1,3,2,1,3,1,4,2,1,2,2,1,5,3,1,3,4,2,3,3,5,5,3,5,4,4,5,5,5,5,"ENG","United States of America",142,"142"
"143",13,14,1,1,1,1,"US",1,1,3,1,1,1,3,1,1,2,4,3,3,4,3,3,2,2,2,5,2,2,2,1,1,2,2,2,1,3,3,3,5,2,2,3,3,3,3,3,4,2,5,3,4,5,4,3,3,5,"ENG","United States of America",143,"143"
"144",1,18,1,2,1,1,"US",4,4,5,3,5,3,5,5,5,4,5,5,5,3,2,5,4,5,4,3,3,5,2,4,4,4,4,4,5,5,2,2,2,1,1,3,2,1,1,1,4,2,5,3,2,5,3,3,4,3,"ENG","United States of America",144,"144"
"145",11,19,1,1,1,1,"US",1,1,2,1,2,2,1,1,1,1,4,4,4,4,4,4,4,5,4,5,3,4,5,4,3,3,3,4,4,4,3,2,3,4,2,1,3,4,3,3,4,3,5,5,5,5,3,4,5,5,"ENG","United States of America",145,"145"
"146",13,21,2,1,1,1,"US",3,4,3,4,3,3,3,1,2,3,3,3,1,4,4,2,3,3,3,3,5,4,3,4,5,4,4,4,4,3,4,2,5,3,3,4,5,4,2,5,3,4,4,4,3,1,4,4,4,5,"ENG","United States of America",146,"146"
"147",10,14,1,1,2,1,"AU",1,3,5,5,3,2,3,1,5,1,3,5,1,5,1,1,3,4,2,3,1,5,1,5,5,5,3,3,5,4,1,3,3,1,3,1,3,3,3,3,4,1,4,3,3,5,3,3,3,4,"ENG","Australia",147,"147"
"148",3,39,1,2,2,1,"AU",5,5,5,5,5,5,5,4,5,5,1,2,1,2,2,3,1,2,1,2,5,5,3,5,5,5,5,5,5,5,3,2,4,3,4,3,4,5,3,4,4,5,5,4,5,5,5,1,5,5,"ENG","Australia",148,"148"
"149",3,48,1,1,1,1,"GB",1,2,5,4,4,4,4,4,5,2,5,4,3,4,4,4,5,5,5,5,5,5,5,4,4,4,5,4,4,4,4,5,4,4,3,4,4,5,4,4,4,4,5,4,4,4,5,5,5,5,"ENG","United Kingdom of Great Britain and Northern Ireland",149,"149"
"150",3,33,1,2,1,5,"NZ",1,3,2,4,4,2,1,1,1,1,3,3,2,2,3,2,1,3,2,2,4,3,4,2,4,4,3,3,4,2,3,4,4,4,4,4,5,3,4,3,4,3,3,4,3,2,4,4,4,3,"ENG","New Zealand",150,"150"
"151",3,29,1,2,1,5,"GB",1,2,4,1,2,2,1,2,2,2,2,4,1,4,4,2,4,4,2,4,2,2,2,2,2,2,2,2,2,2,5,2,5,4,5,1,5,5,4,4,4,4,4,4,4,4,2,4,2,3,"ENG","United Kingdom of Great Britain and Northern Ireland",151,"151"
"152",3,43,1,1,1,1,"AU",3,2,4,3,4,4,4,2,2,4,2,3,2,3,4,2,4,4,2,4,5,4,4,4,4,4,4,4,3,4,3,1,3,2,2,2,3,4,2,4,4,4,4,3,4,5,4,3,4,4,"ENG","Australia",152,"152"
"153",13,23,1,2,1,2,"GB",4,5,3,3,4,5,5,3,5,4,3,4,1,4,3,1,3,3,1,3,5,5,2,5,4,5,5,5,5,4,5,5,5,3,3,3,5,5,3,4,2,4,5,3,2,4,2,1,5,3,"ENG","United Kingdom of Great Britain and Northern Ireland",153,"153"
"154",3,39,2,1,2,5,"GB",2,3,2,3,2,5,2,3,3,2,2,3,1,3,2,2,2,2,2,2,5,4,5,5,5,5,5,3,5,3,5,4,5,4,4,5,5,3,4,4,5,5,5,4,5,5,4,4,5,5,"ENG","United Kingdom of Great Britain and Northern Ireland",154,"154"
"155",3,29,1,2,1,5,"AU",4,5,3,5,5,5,1,5,5,1,2,3,1,1,5,5,3,5,5,1,5,5,1,5,5,5,5,3,5,4,4,1,5,4,1,4,5,4,3,2,5,3,5,5,5,5,4,5,5,5,"ENG","Australia",155,"155"
"156",3,39,1,1,1,1,"IE",2,5,4,2,5,5,3,2,5,4,2,3,1,1,4,4,3,4,5,4,5,4,3,5,5,4,5,4,4,4,3,5,4,4,4,5,5,5,2,4,3,5,5,1,4,5,4,4,5,2,"ENG","Ireland",156,"156"
"157",11,26,2,2,1,1,"US",2,2,2,2,2,2,2,4,3,3,2,2,2,4,2,2,2,3,2,2,4,2,2,4,2,4,2,2,4,3,2,4,4,4,3,3,2,4,2,4,4,2,2,2,2,2,2,2,4,2,"ENG","United States of America",157,"157"
"158",13,17,1,2,1,1,"GB",4,5,3,5,4,5,5,5,5,5,1,2,1,1,1,1,1,1,1,1,5,5,2,4,5,4,5,5,5,4,3,1,5,1,1,1,1,3,1,3,5,3,5,3,5,5,5,4,4,5,"ENG","United Kingdom of Great Britain and Northern Ireland",158,"158"
"159",3,18,1,2,1,1,"AU",5,5,5,3,5,4,5,3,4,5,2,3,1,1,3,2,2,2,4,1,5,5,4,5,5,3,5,4,4,4,3,3,4,3,2,4,4,3,3,3,5,5,3,5,3,4,4,5,4,3,"ENG","Australia",159,"159"
"160",3,17,1,1,2,1,"GB",2,2,3,2,2,3,2,2,4,2,2,4,1,3,3,3,2,2,3,3,4,5,4,5,4,4,4,3,5,3,3,3,4,3,1,5,4,1,3,3,3,3,5,4,3,5,2,2,5,5,"ENG","United Kingdom of Great Britain and Northern Ireland",160,"160"
"161",3,16,1,2,1,2,"GB",4,3,2,3,2,3,2,3,3,4,3,1,1,2,4,1,3,2,3,4,1,3,5,2,4,5,3,3,4,2,5,5,4,4,5,2,3,1,4,2,3,4,3,4,2,2,3,3,3,2,"ENG","United Kingdom of Great Britain and Northern Ireland",161,"161"
"162",3,17,1,2,1,1,"GB",2,4,4,2,3,4,4,2,4,1,1,2,1,2,4,3,4,4,2,2,5,4,2,5,5,4,5,5,5,4,5,2,4,4,2,2,3,4,4,4,5,4,5,4,4,5,4,4,5,3,"ENG","United Kingdom of Great Britain and Northern Ireland",162,"162"
"163",3,18,1,2,1,5,"GB",2,2,2,2,2,4,2,2,1,2,3,3,2,2,4,3,3,2,3,2,2,3,2,3,4,3,3,3,3,3,2,2,4,2,2,2,2,4,3,2,4,5,5,4,3,4,3,4,4,4,"ENG","United Kingdom of Great Britain and Northern Ireland",163,"163"
"164",3,42,1,2,2,1,"GB",3,3,3,4,4,4,2,3,2,4,2,2,1,1,2,1,1,1,2,1,5,4,4,5,5,5,4,5,4,4,2,4,4,1,1,4,4,4,2,3,4,3,5,4,2,4,5,2,5,3,"ENG","United Kingdom of Great Britain and Northern Ireland",164,"164"
"165",3,25,1,2,1,1,"US",1,4,3,2,3,4,2,2,2,2,1,1,1,1,3,1,2,2,1,1,5,5,1,5,4,5,4,3,5,4,2,2,3,2,2,2,5,2,2,3,4,4,3,5,3,2,5,4,4,3,"ENG","United States of America",165,"165"
"166",1,15,1,1,1,5,"CA",2,2,3,2,2,1,2,1,1,1,1,4,2,4,2,3,4,4,2,2,2,4,4,4,4,4,2,3,2,3,3,3,4,3,1,2,3,3,1,2,3,1,3,2,4,3,3,2,3,3,"ENG","Canada",166,"166"
"167",1,36,1,1,1,1,"US",1,1,2,1,2,3,1,1,1,1,3,2,2,2,2,5,4,5,5,3,5,4,5,5,4,5,4,5,4,5,2,2,3,4,1,3,4,4,4,3,5,5,4,5,4,5,4,5,5,5,"ENG","United States of America",167,"167"
"168",6,15,1,2,2,1,"US",1,2,1,1,1,2,1,1,1,1,2,2,2,2,5,5,2,2,4,1,3,3,5,3,3,3,4,3,3,3,5,4,4,2,4,4,4,4,2,5,5,5,5,5,4,5,4,5,5,5,"ENG","United States of America",168,"168"
"169",4,22,2,1,1,1,"AU",1,2,3,2,1,3,2,1,3,4,2,2,1,2,2,2,3,3,3,2,5,4,5,5,5,5,4,3,5,3,3,5,4,2,1,5,5,3,4,3,4,5,5,3,4,5,5,4,4,1,"ENG","Australia",169,"169"
"170",3,25,1,2,2,2,"GB",2,4,3,2,3,5,2,3,3,2,3,3,2,2,4,3,3,4,3,3,5,4,5,5,4,4,4,5,5,3,4,5,5,5,5,5,5,5,4,4,5,4,4,4,4,5,4,4,5,4,"ENG","United Kingdom of Great Britain and Northern Ireland",170,"170"
"171",3,39,1,2,1,1,"US",4,4,5,4,5,4,5,4,4,4,2,3,2,3,3,3,4,4,2,4,5,5,4,4,4,4,4,4,4,4,5,2,4,4,3,5,5,5,5,4,5,4,4,4,4,4,4,4,4,4,"ENG","United States of America",171,"171"
"172",13,21,2,2,1,1,"GB",3,5,5,4,5,5,5,4,5,4,2,4,2,5,3,5,4,5,3,5,3,4,4,3,3,3,4,3,3,5,5,2,2,4,2,1,4,2,4,3,4,3,3,4,3,3,3,4,4,3,"ENG","United Kingdom of Great Britain and Northern Ireland",172,"172"
"173",3,43,1,2,1,1,"US",2,3,2,2,3,4,2,2,2,1,2,3,3,1,3,3,2,3,3,2,5,2,4,4,4,3,4,4,3,3,4,3,4,3,2,3,4,5,4,4,5,5,5,5,4,5,5,5,5,5,"ENG","United States of America",173,"173"
"174",3,29,1,2,1,1,"GB",5,5,5,4,4,4,5,2,4,4,1,2,2,3,2,2,2,3,2,3,5,4,2,4,4,4,3,4,4,5,3,1,3,2,2,2,3,3,3,3,4,2,4,4,4,4,4,2,4,5,"ENG","United Kingdom of Great Britain and Northern Ireland",174,"174"
"175",3,23,1,2,1,1,"GB",3,4,5,4,5,5,5,2,5,4,3,4,1,3,4,2,4,5,3,3,5,4,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,"ENG","United Kingdom of Great Britain and Northern Ireland",175,"175"
"176",3,13,1,1,2,1,"GB",1,1,3,1,1,1,1,1,1,1,5,5,3,5,3,5,3,5,4,5,5,1,5,5,5,5,5,5,5,5,1,3,5,3,4,2,5,5,2,4,5,5,4,5,2,5,5,5,5,3,"ENG","United Kingdom of Great Britain and Northern Ireland",176,"176"
"177",13,17,1,2,1,1,"GB",4,4,4,4,4,4,5,3,4,4,2,2,1,4,2,1,2,2,2,2,4,4,4,4,4,4,5,4,4,4,3,2,4,1,2,2,2,2,3,3,3,4,3,4,2,3,4,3,5,2,"ENG","United Kingdom of Great Britain and Northern Ireland",177,"177"
"178",3,35,1,1,1,1,"US",3,4,4,4,5,4,4,3,3,4,3,3,2,5,3,4,4,4,4,5,4,4,5,5,5,4,4,4,4,4,4,5,4,4,4,4,5,4,5,4,4,5,4,4,4,4,5,4,4,4,"ENG","United States of America",178,"178"
"179",3,29,1,2,1,1,"US",3,5,5,5,5,5,5,5,5,5,1,2,2,3,2,2,2,2,3,3,2,5,4,5,5,5,5,4,4,5,3,3,5,5,3,5,4,3,4,3,4,5,5,5,4,5,4,4,5,4,"ENG","United States of America",179,"179"
"180",8,13,1,1,1,5,"US",3,4,3,4,4,4,5,2,5,2,5,4,4,1,5,5,4,5,5,5,4,3,5,4,4,4,5,4,4,4,4,5,4,5,2,1,4,3,5,3,3,5,5,1,5,5,4,2,5,5,"ENG","United States of America",180,"180"
"181",13,13,1,2,1,5,"US",2,3,4,4,3,5,2,1,5,2,5,3,4,1,4,4,5,5,3,5,5,2,5,4,5,5,5,4,3,2,5,5,3,5,5,3,2,5,3,4,2,3,1,3,3,5,3,1,2,3,"ENG","United States of America",181,"181"
"182",8,13,1,1,1,5,"US",2,2,2,2,2,1,1,1,1,1,5,5,4,2,5,5,5,5,5,5,4,4,4,1,3,4,3,3,1,3,4,3,3,4,5,5,5,5,1,3,3,3,4,5,3,4,5,1,1,2,"ENG","United States of America",182,"182"
"183",13,13,1,1,1,5,"US",3,3,3,2,2,2,1,1,1,1,2,3,1,4,2,1,2,2,2,2,5,4,4,3,3,5,4,2,2,4,4,5,3,5,3,4,2,3,3,3,4,5,5,5,4,5,5,4,5,5,"ENG","United States of America",183,"183"
"184",3,13,1,2,1,5,"US",4,4,4,4,4,3,4,1,3,2,3,3,3,2,4,3,3,3,3,4,3,4,3,3,3,4,3,3,4,3,4,3,4,4,3,3,2,3,3,3,2,3,3,3,3,4,3,2,3,3,"ENG","United States of America",184,"184"
"185",13,13,1,2,1,5,"US",4,4,3,4,4,4,4,2,5,2,1,5,1,3,3,2,1,2,2,3,1,4,5,4,5,5,4,4,5,5,5,5,5,5,4,1,4,5,5,5,4,2,4,3,4,5,3,3,4,4,"ENG","United States of America",185,"185"
"186",10,13,2,1,1,5,"US",5,5,5,5,4,5,5,4,3,5,2,4,3,1,3,4,1,5,4,5,3,5,4,3,5,3,5,5,4,3,2,4,5,4,4,2,3,5,3,4,3,3,5,5,4,5,5,5,5,5,"ENG","United States of America",186,"186"
"187",3,13,1,1,1,5,"US",4,4,4,4,5,4,5,4,5,3,5,5,5,1,4,5,4,5,5,5,4,3,4,4,3,4,4,4,4,2,5,4,4,4,3,4,3,2,3,4,3,4,4,3,5,1,4,2,2,5,"ENG","United States of America",187,"187"
"188",9,13,1,2,1,5,"US",4,5,4,4,4,4,4,4,4,4,4,4,4,1,4,4,5,5,4,5,5,4,4,3,4,4,5,4,3,4,4,4,4,5,3,4,2,4,3,4,3,4,4,4,3,5,4,1,4,4,"ENG","United States of America",188,"188"
"189",3,13,1,1,1,5,"US",1,5,5,4,5,5,5,4,5,1,2,4,1,1,5,5,3,5,1,1,4,5,3,1,5,3,5,1,2,3,1,1,3,1,1,2,4,2,3,1,4,1,4,1,4,2,5,3,3,5,"ENG","United States of America",189,"189"
"190",3,13,1,2,1,5,"US",3,5,4,5,4,5,5,4,5,3,2,4,1,3,4,1,1,2,2,3,5,4,2,4,4,5,4,4,4,4,1,2,2,2,1,1,2,5,2,2,1,1,3,1,1,3,1,1,2,3,"ENG","United States of America",190,"190"
"191",3,14,1,1,1,5,"US",5,3,4,2,5,4,5,3,5,1,4,5,4,5,2,4,4,5,3,5,4,4,3,5,4,4,4,4,5,3,3,1,3,1,4,1,3,3,3,4,4,3,4,1,5,3,5,3,4,5,"ENG","United States of America",191,"191"
"192",3,13,1,2,1,5,"US",2,4,3,3,3,3,2,3,2,2,3,3,2,2,4,4,4,4,3,5,5,3,4,4,4,4,3,4,3,3,4,4,4,4,3,4,5,4,4,4,3,3,2,2,5,3,4,3,2,5,"ENG","United States of America",192,"192"
"193",5,13,1,1,1,5,"US",5,5,4,4,4,4,5,1,3,4,4,5,2,1,2,5,3,3,4,5,3,4,1,3,2,1,3,1,2,3,4,2,3,2,1,2,5,3,4,3,1,3,1,4,3,1,2,2,3,2,"ENG","United States of America",193,"193"
"194",13,13,1,2,1,5,"US",3,5,5,3,5,2,5,3,5,1,3,2,1,3,3,1,1,1,1,2,1,5,5,3,3,5,2,3,5,3,4,4,5,3,1,3,3,3,5,3,1,3,4,3,4,3,3,3,3,3,"ENG","United States of America",194,"194"
"195",2,14,1,1,2,5,"US",1,5,1,5,1,5,5,1,5,5,5,1,5,1,5,5,1,5,5,5,5,1,5,1,5,1,5,5,1,1,1,5,1,5,1,5,5,5,1,1,1,5,1,5,1,5,5,5,1,1,"ENG","United States of America",195,"195"
"196",1,13,1,1,1,5,"US",3,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,"ENG","United States of America",196,"196"
"197",1,13,1,1,1,5,"US",5,5,5,5,5,5,5,5,5,4,5,5,5,1,4,5,5,5,5,5,3,4,2,3,3,3,5,3,2,2,4,2,4,4,1,4,4,2,2,3,4,3,2,3,4,5,3,3,1,4,"ENG","United States of America",197,"197"
"198",5,13,1,1,1,5,"US",5,5,5,5,5,5,5,5,5,1,5,5,5,1,1,5,1,1,1,5,5,5,5,3,5,3,5,5,5,3,5,5,5,5,1,5,5,3,5,5,3,5,5,1,5,5,5,1,1,5,"ENG","United States of America",198,"198"
"199",1,14,1,2,1,5,"US",3,1,3,2,2,2,4,3,4,1,4,4,3,3,1,4,3,3,3,4,3,5,3,4,4,3,4,4,3,5,3,3,2,3,2,2,4,3,3,3,3,2,4,4,3,4,2,1,2,3,"ENG","United States of America",199,"199"
"200",5,13,1,2,1,5,"US",5,5,5,1,5,5,5,3,5,5,4,4,5,5,5,5,5,5,5,5,1,5,5,5,5,5,1,5,5,5,5,4,5,5,5,4,5,3,5,5,5,5,5,5,5,5,5,3,3,5,"ENG","United States of America",200,"200"
"201",3,13,1,1,1,5,"US",1,1,2,2,2,1,2,1,1,1,2,3,2,2,5,2,1,2,2,2,4,3,5,2,4,1,3,3,2,2,3,4,3,4,3,4,4,4,5,2,1,2,5,2,3,1,2,3,1,2,"ENG","United States of America",201,"201"
